Timestamp,Facultad ,Sexo,Edad,Semestre(número),Orientación Sexual,Religión,Estatura(cm),Peso(kg),Cantidad de Parejas Sexuales,Edad Primera Vez,Activo Sexualmente,Frecuencia(Mes),Bachillerato de Origen,Hermanos Edades,Hermanos Sexos,Edad Padre,Escolaridad Padre,Edad Madre,Escolaridad Madre,Delegación,Has tenido relaciones con desconocidos,Consumes bebidas alcohólicas,Frecuencia de consumo al mes(número),Consumes marihuana,Frecuencia al mes(número)
2/4/2020 9:59:34,Facultad de Ingeniería,Masculino,18,2,Heterosexual,Catolicismo,173,65,1,15,Sí,2,Prepa,0,Null,51,Licenciatura,48,Bachillerato,Magdalena Contreras,,,,,
2/4/2020 10:01:35,Facultad de Química,Femenino,18,2,Heterosexual,Catolicismo,160,48,1,16,Sí,Una o dos veces,Prepa,22,M,61,Maestría,51,Licenciatura,Álvaro Obregón,,,,,
2/4/2020 10:48:17,Facultad de Química,Femenino,21,8,Heterosexual,Catolicismo,1.61,46,1,21,Sí,0.083,Prepa,"24, 19, 16","F, M, M",54,Licenciatura,51,Licenciatura,Tlalpan,No,No,0,No,0
2/4/2020 10:53:20,Facultad de Química,Femenino,20,4,Heterosexual,Ateismo,167,62,5,16,Sí,1,Privada,0,Null,50,Doctorado,47,Doctorado,Tlalpan,No,Sí,2,Sí,1
2/4/2020 10:54:24,Facultad de Química,Femenino,19,4,Heterosexual,Catolicismo,160,65,1,18,No,0,Prepa,"41, 25","M, F",67,Carrera Técnica,57,Carrera Técnica,Benito Juárez,No,Sí,4,No,0
2/4/2020 10:54:49,Facultad de Química,Femenino,20,4,Heterosexual,Catolicismo,165,54,0,18,No,0,Privada,14,M,50,Doctorado,50,Doctorado,Tlalpan,No,Sí,2,No,0
2/4/2020 10:58:23,Facultad de Química,Masculino,19,2,Heterosexual,Ateismo,166,66,5,15,Sí,1,CCH,10,Masculino,40,Maestría,40,Maestría,Tláhuac,No,Sí,8,Sí,2
2/4/2020 10:58:29,Facultad de Química,Femenino,19,2,Heterosexual,Ateismo,1.65,64,2,16,Sí,7,Prepa,"5,16","F,M",49,Maestría,44,Bachillerato,Estado de México,No,Sí,4,No,
2/4/2020 10:58:34,Facultad de Química,Masculino,19,2,Heterosexual,Catolicismo,187,98,1,16,No,,Prepa,No,No,47,Secundaria,49,Secundaria,Coyoacán,No,No,,No,No
2/4/2020 10:59:49,Facultad de Química,Femenino,18,2,Heterosexual,Catolicismo,150,52,4,15,Sí,6,CCH,"32,26,22","M,M,M",60,Licenciatura,52,Bachillerato,Coyoacán,Sí,Sí,4,No,0
2/4/2020 11:03:31,Facultad de Química,Masculino,19,4,Homosexual,Catolicismo,170,72,50,16,Sí,4,Prepa,0,NULO,49,Licenciatura,45,Licenciatura,Estado de México,Sí,Sí,4,No,0
2/4/2020 11:03:32,Facultad de Química,Femenino,19,4,Heterosexual,Agnosticismo,162,55,6,16,Sí,2,Privada,0,Nulo,54,Licenciatura,54,Licenciatura,Benito Juárez,No,Sí,4,No,0
2/4/2020 11:06:32,Facultad de Química,Masculino,20,4,Bisexual,Catolicismo,172,60,20,13,Sí,4,Prepa,19,Masculino,37,Maestría,36,Licenciatura,Coyoacán,Sí,Sí,4 durante el mes,Sí,1 al vez
2/4/2020 11:10:18,Facultad de Química,Femenino,18,1,Heterosexual,Catolicismo,160,46,1,17,No,0,Prepa,No,No,51,Licenciatura,51,Licenciatura,Benito Juárez,No,Sí,5,No,No
2/4/2020 11:11:32,Facultad de Química,Masculino,18,1,Heterosexual,Catolicismo,1.7,66,4,15,Sí,2,Prepa,15,Masculino,49,Maestría,51,Licenciatura,Coyoacán,No,Sí,4,No,No
2/4/2020 11:11:53,Facultad de Química,Masculino,19,2,Heterosexual,Agnosticismo,184,75,6,16,Sí,5,Prepa,1,Masculino ,58,Licenciatura,56,Licenciatura,Coyoacán,Sí,Sí,5,Sí,3
2/4/2020 11:15:34,Facultad de Química,Masculino,21,6,Heterosexual,Agnosticismo,185,69,0,0,No,0,Prepa,6,Femenino ,40,Licenciatura,39,Licenciatura,Azcapotzalco,No,Sí,3,No,0
2/4/2020 11:15:43,Facultad de Química,Femenino,20,6,Heterosexual,Catolicismo,165,68,1,17,Sí,3,Prepa,25,Femenino ,53,Licenciatura,55,Carrera Técnica,Estado de México,No,Sí,4,No,0
2/4/2020 11:51:22,Facultad de Medicina,Femenino,18,2,Heterosexual,Catolicismo,160,62,1,18,No,F,Prepa,0,0,45,Bachillerato,46,Maestría,Xochimilco,No,No,0,No,0
2/4/2020 11:53:06,Facultad de Ingeniería,Masculino,19,2,Heterosexual,Agnosticismo,163,68,1,18,Sí,0,Prepa,"13,8","F,F",46,Carrera Técnica,40,Carrera Técnica,Tlalpan,No,Sí,2,No,
2/4/2020 11:55:28,Facultad de Medicina,Femenino,18,2,Heterosexual,Cristianismo,1.58,52,3,15,Sí,15,Prepa,,,,,45,Licenciatura,Xochimilco,No,Sí,5,Sí,1
2/4/2020 12:00:00,Facultad de Medicina,Femenino,18,2,Heterosexual,Catolicismo,158,60,1,16,No,1,CCH,20,M,44,Licenciatura,43,Licenciatura,Tlalpan,No,Sí,2,No,0
2/4/2020 12:00:26,Facultad de Medicina,Masculino,18,2,Heterosexual,Catolicismo,180,72,1,17,Sí,1,Prepa,13,M,41,Doctorado,42,Doctorado,Gustavo A. Madero,No,Sí,2,No,Ninguna
2/4/2020 12:04:40,Facultad de Medicina,Femenino,20,2,Heterosexual,Catolicismo,153,46,3,19,Sí,15 días ,Privada,"11,11,6","F,F,M",46,Licenciatura,44,Licenciatura,Azcapotzalco,No,Sí,3,No,
2/4/2020 12:07:31,Facultad de Medicina,Masculino,32,13,Heterosexual,Agnosticismo,173,86,6,20,No,0,Otro,22,Mujer,64,Carrera Técnica,51,Bachillerato,Estado de México,No,Sí,5,No,0
2/4/2020 12:15:35,Facultad de Medicina,Femenino,25,8,Heterosexual,Ateismo,1.64,52,17,18,Sí,1,CCH,"25,17 ,13",Masculinos,45,Licenciatura,49,Maestría,Gustavo A. Madero,No,Sí,2,No,0
2/4/2020 12:15:38,Facultad de Medicina,Femenino,19,2,Heterosexual,Ateismo,1.75,54.5,2,17,No,1,Prepa,"23,20",Femeninas,45,Licenciatura,41,Bachillerato,Álvaro Obregón,No,Sí,2,No,0
2/4/2020 12:16:22,Facultad de Medicina,Masculino,18,2,Heterosexual,Catolicismo,1.65,65,0,0,No,0,Prepa,10,Femenino,65,Doctorado,46,Bachillerato,Cuauhtémoc,No,No,0,No,0
2/4/2020 12:17:11,Facultad de Medicina,Masculino,21,2,Heterosexual,Catolicismo,1.79,63,2,16,No,2,CCH,21,Masculino,42,Secundaria,40,Secundaria,Gustavo A. Madero,No,,0,No,0
2/4/2020 12:17:34,Facultad de Medicina,Femenino,19,2,Heterosexual,Judaismo,167,52,3,16,Sí,5,CCH,"17, 13, 9","Mujer, hombre, hombre",45,Carrera Técnica,42,Bachillerato,Gustavo A. Madero,No,No,0,No,0
2/4/2020 12:20:25,Facultad de Medicina,Masculino,19,2,Heterosexual,Catolicismo,180,65,2,17,No,0,Privada,25,Femenino ,50,Maestría,52,Licenciatura,Iztapalapa,No,Sí,3,No,0
2/4/2020 12:22:04,Facultad de Medicina,Femenino,19,4,Heterosexual,Catolicismo,1.64,60,3,18,Sí,2,Prepa,8,Masculino ,42,Licenciatura,36,Secundaria,Iztacalco,No,Sí,3,No,0
2/4/2020 12:23:06,Facultad de Medicina,Masculino,19,4,Bisexual,Catolicismo,178,78,12,13,Sí,2,Prepa,"24, 18. ","Masculino, femenino. ",50,Bachillerato,48,Carrera Técnica,Álvaro Obregón,Sí,Sí,3,No,
2/4/2020 12:26:16,Facultad de Medicina,Femenino,21,2,Heterosexual,Catolicismo,160,45,1,19,Sí,12,CCH,19,Hetero,49,Licenciatura,45,Licenciatura,Xochimilco,No,Sí,1,No,
2/4/2020 12:27:28,Facultad de Química,Femenino,22,8,Heterosexual,Catolicismo,1.62,56,1,22,Sí,1,Privada,26 y 21,Masculino femenino,60,Licenciatura,57,Doctorado,Tlalpan,No,Sí,4,No,
2/4/2020 12:47:18,Facultad de Odontología,Masculino,24,8,Heterosexual,Agnosticismo,1.6,53,7,18,Sí,3,Otro,2,Hombre ,43,Secundaria,44,Secundaria,Tláhuac,No,No,0,Sí,4 veces a la semana 
2/4/2020 12:47:33,Facultad de Odontología,Femenino,21,8,Heterosexual,Ateismo,1.56,47.5,1,16,Sí,1 vez al mes ,CCH,25,Femenino ,52,Bachillerato,52,Carrera Técnica,Estado de México,No,Sí,1 vez al mes ,No,
2/4/2020 12:49:38,Facultad de Odontología,Femenino,23,10,Heterosexual,Catolicismo,159,42,1,16,Sí,3,Prepa,23,Masculino ,53,Maestría,51,Licenciatura,Tlalpan,No,No,0,No,0
2/4/2020 12:54:23,Facultad de Odontología,Femenino,21,8,Heterosexual,Catolicismo,1.6,45,1,19,Sí,4 veces,CCH,25,Masculino,62,Licenciatura,62,Licenciatura,Gustavo A. Madero,No,No,,No,
2/4/2020 12:57:15,Facultad de Odontología,Masculino,23,8,Heterosexual,Cristianismo,167,53,5,16,Sí,2,Prepa,13,Femenino ,47,Licenciatura,45,Licenciatura,Coyoacán,No,Sí,5,No,0
2/4/2020 13:00:16,Facultad de Odontología,Femenino,22,8,Heterosexual,Cristianismo,1.63,58,2,19,Sí,2,Prepa,"20, 18, 10",M M M,52,Licenciatura,49,Carrera Técnica,Miguel Hidalgo,No,No,,No,
2/4/2020 13:03:57,Facultad de Odontología,Femenino,21,6,Heterosexual,Catolicismo,167,53,,17,Sí,5,CCH,26,M,50,Carrera Técnica,50,Carrera Técnica,Estado de México,Sí,Sí,3,Sí,2
2/4/2020 13:04:01,Facultad de Odontología,Femenino,20,6,Heterosexual,Catolicismo,1.65,59,1,19,No,,Prepa,"22, 14",F y M,50,Bachillerato,48,Carrera Técnica,Iztacalco,No,Sí,1,No,
2/4/2020 13:04:07,Facultad de Odontología,Femenino,20,6,Heterosexual,Catolicismo,150,54,7,15,Sí,Diario,CCH,15,Masculino,57,Secundaria,50,Bachillerato,Estado de México,No,Sí,3,Sí,3
2/4/2020 13:04:19,Facultad de Odontología,Femenino,20,6,Heterosexual,Catolicismo,150,54,7,15,Sí,Diario,CCH,15,Masculino,57,Secundaria,50,Bachillerato,Estado de México,No,Sí,3,Sí,3
2/4/2020 13:08:25,Facultad de Odontología,Masculino,22,8,Bisexual,Catolicismo,170,55,5,17,No,1,Prepa,"9,22",ambos ,45,Licenciatura,50,Licenciatura,Iztapalapa,No,Sí,20,No,0
2/4/2020 13:09:15,Facultad de Odontología,Femenino,26,8,Heterosexual,Cristianismo,1.6,54,5,17,Sí,4,CCH,"28,18","M,F",52,Secundaria,51,Carrera Técnica,Tlalpan,No,Sí,16,No,
2/4/2020 13:12:04,Facultad de Odontología,Femenino,22,8,Heterosexual,Cristianismo,155,85,0,,No,,Otro,"24, 20, 15","Masculino, femenino, masculino ",51,Bachillerato,48,Bachillerato,Coyoacán,No,No,,No,
2/4/2020 13:16:27,Facultad de Odontología,Masculino,20,6,Heterosexual,Ateismo,1.74,80,2,18,Sí,4,Privada,1-28,Femenina ,50,Bachillerato,50,Licenciatura,Álvaro Obregón,No,Sí,1 vez,No,No
2/4/2020 13:17:42,Facultad de Odontología,Femenino,20,6,Heterosexual,Catolicismo,164,60,1,20,Sí,2 veces,Prepa,14,Masculino,47,Licenciatura,47,Licenciatura,Iztapalapa,No,Sí,2,No,0
2/4/2020 13:20:47,Facultad de Odontología,Femenino,20,6,Heterosexual,Catolicismo,160,55,2,17,Sí,2,Prepa,13,Masculino,47,Secundaria,47,Bachillerato,Azcapotzalco,No,Sí,1,No,0
2/4/2020 13:21:06,Facultad de Odontología,Femenino,22,8,Heterosexual,Catolicismo,165,52,4,16,Sí,6,Prepa,No,,52,Maestría,52,Licenciatura,Tlalpan,No,Sí,2,No,
2/4/2020 13:23:14,Facultad de Odontología,Femenino,27,4,Heterosexual,Catolicismo,160,64,13,17,Sí,1,Privada,0,0,55,Licenciatura,48,Bachillerato,Álvaro Obregón,No,Sí,2,No,0
2/4/2020 13:25:38,Facultad de Odontología,Femenino,24,8,Heterosexual,Catolicismo,155,53,4,19,Sí,2,CCH,26,Masculino ,54,Bachillerato,50,Bachillerato,Tláhuac,No,Sí,3,No,0
2/4/2020 13:26:16,Facultad de Odontología,Femenino,20,6,Heterosexual,Catolicismo,1.6,70,0,0,No,,CCH,27 y 31, masculino y femenino ,39,Licenciatura,56,Secundaria,Iztapalapa,No,Sí,2,No,0
2/4/2020 13:26:29,Facultad de Odontología,Masculino,20,6,Heterosexual,Ateismo,179,69,13,14,Sí,2,Prepa,31 13,Hombre y mujer,,,43,Licenciatura,Miguel Hidalgo,Sí,Sí,2,Sí,1
2/4/2020 13:31:40,Facultad de Odontología,Femenino,19,4,Heterosexual,Catolicismo,60,53,1,16,Sí,20,Prepa,20,Femenino,50,Doctorado,49,Doctorado,Álvaro Obregón,No,Sí,10,No,
2/4/2020 13:35:36,Facultad de Odontología,Femenino,22,6,Heterosexual,Ateismo,153,59,1,15,Sí,12,CCH,,,54,Bachillerato,52,Bachillerato,Iztapalapa,Sí,Sí,4,No,
2/4/2020 13:43:27,Facultad de Odontología,Femenino,21,7,Heterosexual,Catolicismo,1.56,50,11,18,Sí,2 veces,CCH,"23, 18",Femenino,57,Licenciatura,56,Licenciatura,Tlalpan,No,Sí,4 veces ,No,
2/4/2020 13:47:06,Facultad de Odontología,Femenino,20,6,Heterosexual,Catolicismo,160,58,2,17,Sí,1 vez,CCH,"43,41,31","Masculino, femenino, femenino",60,Secundaria,61,Secundaria,Iztapalapa,No,Sí,2 al mes,No,0
2/4/2020 13:47:42,Facultad de Odontología,Femenino,20,6,Heterosexual,Agnosticismo,1.65,66,9,15,Sí,Una vez a la semana ,Prepa,"18,11",Masculino,45,Licenciatura,49,Licenciatura,Venustiano Carranza,No,Sí,Una vez a la semana,No,
2/4/2020 13:52:09,Facultad de Odontología,Femenino,21,8,Heterosexual,Ateismo,168,65,15,16,Sí,20,CCH,1,F,50,Licenciatura,51,Bachillerato,Xochimilco,No,Sí,4,Sí,1
2/4/2020 13:54:11,Facultad de Odontología,Femenino,21,8,Bisexual,Catolicismo,160,50,6,16,No,,CCH,26 27,Masculino y Femenino,48,Secundaria,46,Carrera Técnica,Miguel Hidalgo,No,Sí,1 vez ,No,
2/4/2020 14:01:54,Facultad de Economía,Masculino,19,2,Bisexual,Ateismo,175,80,8,16,Sí,2,Prepa,22,Masculino,44,Licenciatura,39,Secundaria,Iztapalapa,Sí,No,0,No,0
2/4/2020 14:09:46,Facultad de Ingeniería,Masculino,21,8,Heterosexual,Ateismo,178,70,3,15,Sí,4,CCH,19,Masculina ,45,Bachillerato,46,Bachillerato,Tlalpan,No,Sí,1,No,0
2/4/2020 14:09:52,Facultad de Ingeniería,Masculino,22,8,Heterosexual,Catolicismo,176,65,3,18,Sí,2,CCH,"25, 20","Femenino, masculino ",49,Bachillerato,51,Bachillerato,Estado de México,No,Sí,3,No,0
2/4/2020 14:09:59,Facultad de Ingeniería,Femenino,21,8,Heterosexual,Catolicismo,167,58,2,17,Sí,3,Prepa,"29,27",Femenino ,56,Licenciatura,54,Licenciatura,Cuauhtémoc,No,Sí,1,No,No 
2/4/2020 14:13:36,Facultad de Arquitectura,Masculino,20,2,Heterosexual,Ateismo,1.8,75,1,17,Sí,6,Privada,23,Femenino,46,Licenciatura,47,Licenciatura,Magdalena Contreras,No,Sí,10,Sí,1
2/4/2020 14:15:22,Facultad de Arquitectura,Masculino,20,2,Heterosexual,Ateismo,170,71,2,18,Sí,1,Privada,17,M,55,Licenciatura,53,Licenciatura,Álvaro Obregón,No,Sí,7,Sí,1
2/4/2020 14:20:13,Facultad de Economía,Masculino,18,2,Pansexual,Ateismo,171,67,1,18,No, Cada que se da,Prepa,1-16,Mujer,46,Maestría,49,Maestría,Benito Juárez,No,Sí,6,No,No consumo mariwana!!!!
2/4/2020 14:20:27,Facultad de Economía,Femenino,18,2,Heterosexual,Agnosticismo,1.65,54,4,17,Sí,2,Prepa,"34,31,14",Femenino,53,Licenciatura,53,Bachillerato,Xochimilco,No,Sí,8,No,
2/4/2020 14:21:01,Facultad de Filosofía y Letras,Femenino,18,1,Heterosexual,Agnosticismo,1.69,56,4,16,Sí,0,Prepa,0,No,57,Maestría,54,Maestría,Coyoacán,Sí,Sí,Una vez a la semana ,Sí,1 vez al mes
2/4/2020 14:29:48,Facultad de Arquitectura,Masculino,21,2,Pansexual,Judaismo,1.68,63,1,20,No,0,Privada,0,0,57,Maestría,49,Licenciatura,Estado de México,No,Sí,1,No,0
2/4/2020 14:30:01,Facultad de Arquitectura,Femenino,18,2,Heterosexual,Catolicismo,165,67,0,,No,,Prepa,25,Masculino,48,Carrera Técnica,49,Bachillerato,Cuajimalpa de Morelos,No,No,,No,
2/4/2020 14:32:11,Facultad de Arquitectura,Masculino,17,2,Homosexual,Agnosticismo,179,63,4,14,Sí,1,Prepa,22,Hombre,54,Licenciatura,55,Licenciatura,Tlalpan,Sí,Sí,1,No,1
2/4/2020 14:32:42,Facultad de Arquitectura,Masculino,21,2,Heterosexual,Agnosticismo,1.73,76,2,16,No,Ninguna ,Prepa,"15, 19!",Mujeres ,47,Bachillerato,43,Bachillerato,Coyoacán,No,Sí,2,Sí,1
2/4/2020 14:33:13,Facultad de Arquitectura,Masculino,19,2,Homosexual,Catolicismo,1.7,82,6,17,Sí,2,Prepa,Si,27,49,Bachillerato,47,Secundaria,Estado de México,Sí,Sí,3,No,0
2/4/2020 14:38:34,Facultad de Arquitectura,Femenino,22,9,Heterosexual,Agnosticismo,169,69,3,20,Sí,2,Prepa,"37, 19","Femenino, masculino",69,Licenciatura,55,Carrera Técnica,Álvaro Obregón,No,Sí,7,No,
2/4/2020 14:38:42,Facultad de Filosofía y Letras,Femenino,20,6,Bisexual,Agnosticismo,1.64,63,4,16,Sí,9 veces,Prepa,25,Femenino,59,Licenciatura,51,Carrera Técnica,Benito Juárez,No,Sí,3,No,
2/4/2020 14:43:21,Facultad de Ingeniería,Masculino,22,8,Heterosexual,Catolicismo,166,63,2,17,Sí,3,CCH,24,Masculinos,0,Licenciatura,60,Carrera Técnica,Coyoacán,No,Sí,3,No,0
2/4/2020 14:50:52,Facultad de Ingeniería,Femenino,23,7,Heterosexual,Catolicismo,1.6,46,2,18,Sí,4,CCH,"1,19",Masculino,53,Licenciatura,50,Carrera Técnica,Iztapalapa,No,Sí,1,No,0
2/4/2020 14:53:03,Facultad de Ingeniería,Femenino,22,7,Heterosexual,Catolicismo,1.57,60,1,21,No,1,CCH,32 y 31,1,61,Licenciatura,56,Secundaria,Azcapotzalco,No,No,0,No,0
2/4/2020 14:53:59,Facultad de Ingeniería,Masculino,24,9,Heterosexual,Catolicismo,172,72,1,21,Sí,2,CCH,,,46,Carrera Técnica,55,Secundaria,Cuauhtémoc,No,Sí,4,No,
2/4/2020 14:54:20,Facultad de Ingeniería,Femenino,21,5,Heterosexual,Cristianismo,1.61,53,8,17,Sí,14,Prepa,"30, 28",Mujer Hombre,54,Maestría,51,Maestría,Coyoacán,No,No,,No,
2/4/2020 14:58:33,Facultad de Ingeniería,Masculino,25,10,Heterosexual,Cristianismo,165,64,2,17,Sí,Varía XD ,Otro,"17,15","Masculino, femenino ",38,Bachillerato,32,Bachillerato,Coyoacán,Sí,Sí,2,No,0
2/4/2020 14:58:59,Facultad de Ingeniería,Femenino,22,9,Heterosexual,Catolicismo,170,62,2,18,Sí,2,CCH,20,Femenino,78,Licenciatura,56,Carrera Técnica,Estado de México,No,Sí,1,No,0
2/4/2020 15:00:02,Facultad de Ingeniería,Masculino,22,10,Heterosexual,Cristianismo,181,72,2,18,No,0,Prepa,"2 hermanos , 25 y 16",Hombre y mujer ,52,Licenciatura,51,Carrera Técnica,Estado de México,Sí,Sí,1,No,0
2/4/2020 15:00:27,Facultad de Ingeniería,Masculino,23,7,Heterosexual,Catolicismo,169,79,1,19,Sí,10,CCH,17,Masculinos,46,Secundaria,39,Secundaria,Gustavo A. Madero,No,No,0,No,0
2/4/2020 15:00:35,Facultad de Ingeniería,Masculino,24,7,Heterosexual,Catolicismo,1.73,80,0,0,No,0,Prepa,0,0,54,Licenciatura,53,Licenciatura,Iztapalapa,No,No,0,No,0
2/4/2020 15:00:37,Facultad de Ingeniería,Masculino,28,8,Heterosexual,Catolicismo,2.65,60,4,16,Sí,1,Prepa,22,Masculino,0,Secundaria,50,Secundaria,Miguel Hidalgo,Sí,Sí,2,No,0
2/4/2020 15:00:44,Facultad de Ingeniería,Masculino,28,8,Heterosexual,Catolicismo,2.65,60,4,16,Sí,1,Prepa,22,Masculino,0,Secundaria,50,Secundaria,Miguel Hidalgo,Sí,Sí,2,No,0
2/4/2020 15:02:57,Facultad de Ingeniería,Masculino,22,10,Heterosexual,Catolicismo,1.65,70,3,16,No,0,CCH,No tengo hermanos ,No tengo hermanos ,47,Secundaria,46,Secundaria,Estado de México,No,No,0,No,0
2/4/2020 15:03:10,Facultad de Ingeniería,Femenino,22,10,Heterosexual,Catolicismo,1.55,49,2,17,Sí,8,Prepa,"30,19","Masculino, Masculino",52,Secundaria,49,Secundaria,Estado de México,No,No,,No,
2/4/2020 15:03:29,Facultad de Ingeniería,Femenino,22,10,Heterosexual,Catolicismo,1.6,47,5,17,Sí,12,CCH,"30, 27",Masculino,51,Licenciatura,50,Licenciatura,Estado de México,No,Sí,4,No,0
2/4/2020 15:03:32,Facultad de Ingeniería,Femenino,22,10,Heterosexual,Ateismo,156,52,3,17,Sí,2,Prepa,,,52,Licenciatura,52,Licenciatura,Estado de México,No,No,,No,
2/4/2020 15:03:36,Facultad de Ingeniería,Masculino,22,9,Heterosexual,Catolicismo,1.67,64,4,15,No,0,Prepa,15,Masculino ,44,Secundaria,47,Secundaria,Estado de México,No,No,0,No,0
2/4/2020 15:04:26,Facultad de Ingeniería,Femenino,22,8,Heterosexual,Catolicismo,160,57,2,19,Sí,Una vez ,Prepa,11,Masculino,54,Maestría,52,Licenciatura,Iztacalco,No,No,0,No,0
2/4/2020 15:11:08,Facultad de Ingeniería,Femenino,23,10,Heterosexual,Agnosticismo,1.75,68,10,18,Sí,15,CCH,"28,15",Hombres,50,Carrera Técnica,50,Secundaria,Tláhuac,No,No,,No,
2/4/2020 16:47:05,Facultad de Arquitectura,Masculino,20,6,Heterosexual,Cristianismo,174,60,0,0,No,0,Prepa,21,M,60,Licenciatura,45,Carrera Técnica,Estado de México,No,Sí,1,No,0
2/4/2020 16:49:45,Facultad de Arquitectura,Femenino,20,6,Pansexual,Ateismo,1.68,56,15,13,Sí,Una vez,CCH,"25, 19, 13","M, M, F",55,Carrera Técnica,49,Carrera Técnica,Tlalpan,No,Sí,4,No,0
2/4/2020 16:54:26,Facultad de Arquitectura,Femenino,20,6,Heterosexual,Cristianismo,162,55,2,16,No,No,CCH,"23,20,26,36","Mujer, Mujer, mujer, hombre ",46,Secundaria,46,Bachillerato,Tlalpan,No,No,No,No,0
2/4/2020 16:54:30,Facultad de Arquitectura,Masculino,21,6,Heterosexual,Catolicismo,1.82,61,1,21,Sí,1,CCH,23,F,50,Doctorado,50,Carrera Técnica,Estado de México,No,Sí,1,No,
2/4/2020 16:57:39,Facultad de Economía,Femenino,21,6,Heterosexual,Ateismo,157,57,6,15,Sí,3,Prepa,16 años,Fmeninos,45,Carrera Técnica,42,Carrera Técnica,Álvaro Obregón,Sí,Sí,4,Sí,3
2/4/2020 17:44:05,Facultad de Odontología,Femenino,22,8,Heterosexual,Catolicismo,1.6,59,7,19,Sí,4,CCH,,,48,Bachillerato,46,Secundaria,Coyoacán,No,Sí,4,No,
2/4/2020 17:46:21,Facultad de Química,Masculino,19,2,Heterosexual,Ateismo,166,66,5,15,Sí,1,CCH,10,Masculino,40,Maestría,40,Maestría,Tláhuac,No,Sí,8,Sí,2
2/4/2020 18:27:46,Facultad de Ingeniería,Femenino,22,4,Heterosexual,Catolicismo,1.55,52,2,15,Sí,,Prepa,27,Femenino,56,Licenciatura,56,Licenciatura,Azcapotzalco,No,Sí,2 veces al mes,Sí,5
2/4/2020 21:14:29,Facultad de Ingeniería,Masculino,22,8,Heterosexual,Catolicismo,170,64,1,19,Sí,4,CCH,21 y 25,Hombres,57,Licenciatura,55,Licenciatura,Coyoacán,Sí,Sí,1,No,
2/4/2020 21:31:25,Facultad de Economía,Femenino,21,6,Heterosexual,Ateismo,157,57,6,15,Sí,3,Prepa,16 años,Fmeninos,45,Carrera Técnica,42,Carrera Técnica,Álvaro Obregón,Sí,Sí,4,Sí,3
2/4/2020 21:41:41,Facultad de Economía,Femenino,18,2,Heterosexual,Agnosticismo,1.65,54,4,17,Sí,2,Prepa,"34,31,14",Femenino,53,Licenciatura,53,Bachillerato,Xochimilco,No,Sí,8,No,
2/5/2020 10:53:00,Facultad de Derecho,Masculino,20,4,Homosexual,Agnosticismo,178,65,4,17,Sí,10,Privada,"28,24","M,F",57,Maestría,54,Licenciatura,Coyoacán,Sí,No,,Sí,1
2/5/2020 10:54:30,Facultad de Derecho,Masculino,21,4,Homosexual,Ateismo,1.71,67,15,14,Sí,2,Prepa,17,masculino,48,Licenciatura,40,Licenciatura,Estado de México,Sí,Sí,3,No,0
2/5/2020 10:59:22,Facultad de Derecho,Masculino,18,2,Heterosexual,Ateismo,1.69,70,13,15,Sí,10,Prepa,21 32,Masculinos,60,Maestría,45,Doctorado,Azcapotzalco,Sí,Sí,4,Sí,1
2/5/2020 11:00:29,Facultad de Derecho,Masculino,20,4,Heterosexual,Agnosticismo,182,70,18,16,Sí,12,Prepa,15,Femenino,41,Maestría,40,Bachillerato,Xochimilco,Sí,Sí,10,No,0
2/5/2020 11:01:19,Facultad de Derecho,Femenino,20,4,Heterosexual,Cristianismo,1.59,64,10,16,Sí,20,Prepa,31 y 32,Masculino ,60,Licenciatura,54,Licenciatura,Magdalena Contreras,No,Sí,2,No,
2/5/2020 11:01:52,Facultad de Derecho,Masculino,19,4,Heterosexual,Catolicismo,1.72,65,10,15,Sí,10,CCH,13,Masculino,42,Licenciatura,37,Licenciatura,Estado de México,Sí,Sí,2 veces por semana,No,
2/5/2020 11:02:00,Facultad de Derecho,Masculino,19,4,Heterosexual,Catolicismo,1.72,65,10,15,Sí,10,CCH,13,Masculino,42,Licenciatura,37,Licenciatura,Estado de México,Sí,Sí,2 veces por semana,No,
2/5/2020 11:09:57,Facultad de Derecho,Femenino,18,2,Heterosexual,Catolicismo,1.6,56,3,18,No,7,Otro,26- 29,Mujer y Hombre,54,Carrera Técnica,53,Carrera Técnica,Iztapalapa,No,Sí,3 veces,No,0
2/5/2020 11:11:15,Facultad de Derecho,Femenino,20,2,Heterosexual,Ateismo,1.55,40,3,18,No,Nada,Otro,Dos hermanos 30 y 18,Masculino,0,,52,Licenciatura,Iztapalapa,No,Sí,Una ):,No,Ninguna
2/5/2020 11:18:02,Facultad de Derecho,Femenino,20,6,Heterosexual,Cristianismo,1.7,57,1,19,Sí,20,CCH,,,50,Maestría,45,Licenciatura,Benito Juárez,No,Sí,4,No,
2/5/2020 11:18:54,Facultad de Derecho,Femenino,22,6,Heterosexual,Catolicismo,1.63,69,1,16,Sí,1 semana ,Prepa,"31,31","F, F",52,Secundaria,51,Carrera Técnica,Tlalpan,No,No,,No,
2/5/2020 11:18:59,Facultad de Derecho,Femenino,20,6,Heterosexual,Catolicismo,1.65,,0,,No,0,CCH,"20, 23","H, H",56,Licenciatura,57,Carrera Técnica,Iztapalapa,No,No,0,No,0
