,Timestamp,Facultad ,Sexo,Edad,Semestre(número),Orientación Sexual,Religión,Estatura(cm),Peso(kg),Cantidad de Parejas Sexuales,Edad Primera Vez,Activo Sexualmente,Frecuencia(Mes),Bachillerato de Origen,Hermanos Edades,Edad Padre,Escolaridad Padre,Edad Madre,Escolaridad Madre,Delegación,Has tenido relaciones con desconocidos,Consumes bebidas alcohólicas,Frecuencia de consumo al mes(número),Consumes marihuana,Frecuencia al mes(número),Hermana Mujer,Hermano Hombre,Hijo Unico,Hermano Menor,Hermano Enmedio,Hermano Mayor
61,2/4/2020 13:52:09,10.0,0.0,4.0,7.0,1.0,1.0,23.0,30.0,14.0,5.0,1.0,16.0,0.0,2.0,16.0,3.0,17.0,0.0,15.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
62,2/4/2020 13:54:11,10.0,0.0,4.0,7.0,0.0,2.0,15.0,12.0,6.0,5.0,0.0,0.0,0.0,97.0,14.0,5.0,12.0,1.0,10.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
63,2/4/2020 14:01:54,5.0,1.0,2.0,1.0,0.0,1.0,30.0,47.0,8.0,5.0,1.0,2.0,2.0,67.0,10.0,3.0,5.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
64,2/4/2020 14:09:46,7.0,1.0,4.0,7.0,1.0,1.0,33.0,35.0,3.0,4.0,1.0,4.0,0.0,49.0,11.0,0.0,12.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
65,2/4/2020 14:09:52,7.0,1.0,5.0,7.0,1.0,2.0,31.0,30.0,3.0,7.0,1.0,2.0,0.0,91.0,15.0,0.0,17.0,0.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
66,2/4/2020 14:09:59,7.0,0.0,4.0,7.0,1.0,2.0,22.0,22.0,2.0,6.0,1.0,3.0,2.0,111.0,22.0,3.0,20.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
67,2/4/2020 14:13:36,0.0,1.0,3.0,1.0,1.0,1.0,35.0,41.0,1.0,6.0,1.0,6.0,3.0,71.0,12.0,3.0,13.0,3.0,9.0,0.0,1.0,9.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
68,2/4/2020 14:15:22,0.0,1.0,3.0,1.0,1.0,1.0,25.0,36.0,2.0,7.0,1.0,1.0,3.0,38.0,21.0,3.0,19.0,3.0,16.0,0.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
69,2/4/2020 14:20:13,5.0,1.0,1.0,1.0,3.0,1.0,26.0,32.0,1.0,7.0,0.0,0.0,2.0,11.0,12.0,4.0,15.0,4.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
70,2/4/2020 14:20:27,5.0,0.0,1.0,1.0,1.0,0.0,20.0,17.0,4.0,6.0,1.0,2.0,2.0,132.0,19.0,3.0,19.0,0.0,15.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
71,2/4/2020 14:21:01,6.0,0.0,1.0,0.0,1.0,0.0,24.0,20.0,4.0,5.0,1.0,0.0,2.0,1.0,23.0,4.0,20.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
72,2/4/2020 14:29:48,0.0,1.0,4.0,1.0,3.0,4.0,23.0,27.0,1.0,9.0,0.0,0.0,3.0,1.0,23.0,4.0,15.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
73,2/4/2020 14:30:01,0.0,0.0,1.0,1.0,1.0,2.0,20.0,32.0,0.0,6.0,0.0,0.0,2.0,88.0,14.0,1.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
74,2/4/2020 14:32:11,0.0,1.0,0.0,1.0,2.0,0.0,34.0,27.0,4.0,3.0,1.0,1.0,2.0,67.0,20.0,3.0,21.0,3.0,12.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
75,2/4/2020 14:32:42,0.0,1.0,4.0,1.0,1.0,0.0,28.0,42.0,2.0,5.0,0.0,1.0,2.0,29.0,13.0,0.0,9.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
76,2/4/2020 14:33:13,0.0,1.0,2.0,1.0,2.0,2.0,25.0,48.0,6.0,6.0,1.0,2.0,2.0,157.0,15.0,0.0,13.0,5.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
77,2/4/2020 14:38:34,0.0,0.0,5.0,8.0,1.0,0.0,24.0,34.0,3.0,9.0,1.0,2.0,2.0,137.0,33.0,3.0,21.0,1.0,16.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
78,2/4/2020 14:38:42,6.0,0.0,3.0,5.0,0.0,0.0,19.0,27.0,4.0,5.0,1.0,9.0,2.0,88.0,25.0,3.0,17.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
79,2/4/2020 14:43:21,7.0,1.0,5.0,7.0,1.0,2.0,21.0,27.0,2.0,6.0,1.0,3.0,0.0,82.0,0.0,3.0,25.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
80,2/4/2020 14:50:52,7.0,0.0,6.0,6.0,1.0,2.0,15.0,6.0,2.0,7.0,1.0,4.0,0.0,9.0,19.0,3.0,16.0,1.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
81,2/4/2020 14:53:03,7.0,0.0,5.0,6.0,1.0,2.0,12.0,24.0,1.0,10.0,0.0,1.0,0.0,128.0,27.0,3.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82,2/4/2020 14:53:59,7.0,1.0,7.0,8.0,1.0,2.0,27.0,38.0,1.0,10.0,1.0,2.0,0.0,155.0,12.0,1.0,21.0,5.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83,2/4/2020 14:54:20,7.0,0.0,4.0,4.0,1.0,3.0,16.0,15.0,8.0,6.0,1.0,13.0,2.0,120.0,20.0,4.0,17.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
84,2/4/2020 14:58:33,7.0,1.0,8.0,9.0,1.0,3.0,20.0,29.0,2.0,6.0,1.0,0.0,1.0,43.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
85,2/4/2020 14:58:59,7.0,0.0,5.0,8.0,1.0,2.0,25.0,26.0,2.0,7.0,1.0,2.0,0.0,57.0,36.0,3.0,22.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
86,2/4/2020 15:00:02,7.0,1.0,5.0,9.0,1.0,3.0,36.0,38.0,2.0,7.0,0.0,0.0,2.0,53.0,18.0,3.0,17.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
87,2/4/2020 15:00:27,7.0,1.0,6.0,6.0,1.0,2.0,24.0,46.0,1.0,8.0,1.0,10.0,0.0,38.0,12.0,5.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
88,2/4/2020 15:00:35,7.0,1.0,7.0,6.0,1.0,2.0,28.0,47.0,0.0,0.0,0.0,0.0,2.0,1.0,20.0,3.0,19.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
89,2/4/2020 15:00:37,7.0,1.0,11.0,7.0,1.0,2.0,0.0,24.0,4.0,5.0,1.0,1.0,2.0,67.0,0.0,5.0,16.0,5.0,10.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
90,2/4/2020 15:00:44,7.0,1.0,11.0,7.0,1.0,2.0,0.0,24.0,4.0,5.0,1.0,1.0,2.0,67.0,0.0,5.0,16.0,5.0,10.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
91,2/4/2020 15:02:57,7.0,1.0,5.0,9.0,1.0,2.0,20.0,35.0,3.0,5.0,0.0,0.0,0.0,156.0,13.0,5.0,12.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
92,2/4/2020 15:03:10,7.0,0.0,5.0,9.0,1.0,2.0,10.0,10.0,2.0,6.0,1.0,8.0,2.0,124.0,18.0,5.0,15.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
93,2/4/2020 15:03:29,7.0,0.0,5.0,9.0,1.0,2.0,15.0,7.0,5.0,6.0,1.0,12.0,0.0,119.0,17.0,3.0,16.0,3.0,5.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
94,2/4/2020 15:03:32,7.0,0.0,5.0,9.0,1.0,1.0,11.0,14.0,3.0,6.0,1.0,2.0,2.0,155.0,18.0,3.0,18.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
